"","DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","CAUSE_OF_DEATH","CAUSE_OF_DEATH_NAME","CAUSE_OF_DEATH_CODE","CAUSE_OF_DEATH_TYPE","CAUSE_OF_DEATH_TYPECODE","CAUSE_OF_DEATH_SORTORDER","GENDER","GENDER_NAME","GENDER_CODE","GENDER_TYPE","GENDER_TYPECODE","GENDER_SORTORDER","AGE","AGE_NAME","AGE_CODE","AGE_TYPE","AGE_TYPECODE","AGE_SORTORDER","MEASURE","MEASURE_NAME","MEASURE_CODE","MEASURE_TYPE","MEASURE_TYPECODE","MEASURE_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"292",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12438d0d0d1d20100",291,1485
"293",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12438d1d0d1d20100",292,1485
"294",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12438d2d0d1d20100",293,1485
"295",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",3,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12439d0d0d1d20100",294,1485
"296",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",2,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12439d1d0d1d20100",295,1485
"297",2014,2014,2014,"date",0,1,2092957703,"England and Wales","K04000001","countries",499,3,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",1,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957703d12439d2d0d1d20100",296,1485
"298",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",1110,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d98a99d0d0d1d20100",297,1485
"299",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",685,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d98a99d1d0d1d20100",298,1485
"300",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",425,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d98a99d2d0d1d20100",299,1485
"301",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12430d0d0d1d20100",300,1485
"302",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12430d1d0d1d20100",301,1485
"303",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12430d2d0d1d20100",302,1485
"304",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12431d0d0d1d20100",303,1485
"305",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12431d1d0d1d20100",304,1485
"306",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12431d2d0d1d20100",305,1485
"307",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12432d0d0d1d20100",306,1485
"308",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12432d1d0d1d20100",307,1485
"309",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12432d2d0d1d20100",308,1485
"310",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12433d0d0d1d20100",309,1485
"311",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12433d1d0d1d20100",310,1485
"312",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12433d2d0d1d20100",311,1485
"313",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12434d0d0d1d20100",312,1485
"314",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12434d1d0d1d20100",313,1485
"315",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12434d2d0d1d20100",314,1485
"316",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12435d0d0d1d20100",315,1485
"317",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12435d1d0d1d20100",316,1485
"318",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12435d2d0d1d20100",317,1485
"319",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12436d0d0d1d20100",318,1485
"320",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12436d1d0d1d20100",319,1485
"321",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12436d2d0d1d20100",320,1485
"322",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12437,"X37 Victim of cataclysmic storm","X37","ICD-10 three digit",1005,8,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12437d0d0d1d20100",321,1485
"323",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12437,"X37 Victim of cataclysmic storm","X37","ICD-10 three digit",1005,8,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12437d1d0d1d20100",322,1485
"324",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12437,"X37 Victim of cataclysmic storm","X37","ICD-10 three digit",1005,8,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12437d2d0d1d20100",323,1485
"325",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12438d0d0d1d20100",324,1485
"326",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12438d1d0d1d20100",325,1485
"327",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12438,"X38 Victim of flood","X38","ICD-10 three digit",1005,9,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12438d2d0d1d20100",326,1485
"328",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12439d0d0d1d20100",327,1485
"329",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12439d1d0d1d20100",328,1485
"330",2014,2014,2014,"date",0,1,2092957716,"Resident outside England and Wales","J99000001","countries",499,4,12439,"X39 Exposure to other and unspecified forces of nature","X39","ICD-10 three digit",1005,10,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32224e0d2092957716d12439d2d0d1d20100",329,1485
"331",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",529655,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d98a99d0d0d1d20100",330,1485
"332",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",257207,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d98a99d1d0d1d20100",331,1485
"333",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,0,"A00-R99,U00-Y89 All causes, all ages","Total","cause of death",1001,0,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",272448,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d98a99d2d0d1d20100",332,1485
"334",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",3,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12430d0d0d1d20100",333,1485
"335",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",1,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12430d1d0d1d20100",334,1485
"336",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12430,"X30 Exposure to excessive natural heat","X30","ICD-10 three digit",1005,1,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",2,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12430d2d0d1d20100",335,1485
"337",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",32,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12431d0d0d1d20100",336,1485
"338",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",15,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12431d1d0d1d20100",337,1485
"339",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12431,"X31 Exposure to excessive natural cold","X31","ICD-10 three digit",1005,2,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",17,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12431d2d0d1d20100",338,1485
"340",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12432d0d0d1d20100",339,1485
"341",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12432d1d0d1d20100",340,1485
"342",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12432,"X32 Exposure to sunlight","X32","ICD-10 three digit",1005,3,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12432d2d0d1d20100",341,1485
"343",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",2,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12433d0d0d1d20100",342,1485
"344",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",2,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12433d1d0d1d20100",343,1485
"345",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12433,"X33 Victim of lightning","X33","ICD-10 three digit",1005,4,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12433d2d0d1d20100",344,1485
"346",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12434d0d0d1d20100",345,1485
"347",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12434d1d0d1d20100",346,1485
"348",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12434,"X34 Victim of earthquake","X34","ICD-10 three digit",1005,5,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12434d2d0d1d20100",347,1485
"349",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12435d0d0d1d20100",348,1485
"350",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12435d1d0d1d20100",349,1485
"351",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12435,"X35 Victim of volcanic eruption","X35","ICD-10 three digit",1005,6,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12435d2d0d1d20100",350,1485
"352",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12436d0d0d1d20100",351,1485
"353",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,1,"Male",1,"Sex",1000,1,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12436d1d0d1d20100",352,1485
"354",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12436,"X36 Victim of avalanche, landslide and other earth movements","X36","ICD-10 three digit",1005,7,2,"Female",2,"Sex",1000,2,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12436d2d0d1d20100",353,1485
"355",2015,2015,2015,"date",0,2,2092957715,"Total mortality","2092957715","countries",499,0,12437,"X37 Victim of cataclysmic storm","X37","ICD-10 three digit",1005,8,0,"Total",0,"Sex",1000,0,0,"total (all ages)",0,"ageband",1000,0,1,"Deaths",1,"measures",1000,0,20100,"Value",0,"A","Normal Value",FALSE,"Free (free for publication)","Nm-161d1d32240e0d2092957715d12437d0d0d1d20100",354,1485
