Year,ExtendingAgencyText,BEISDepartment,Cross-GovernmentFundSpendingAgency,ActivityIdentifier,RecipientCountryText,RecipientCountryCode,RegionText,IncomeGroup,ChannelofDelivery,ChannelCode,ChannelParent,SIDBiMultiBreakdown,TypeofFinance,TypeofAidCode,TypeofAidText,ProjectTitle,SectorPurposeCode(CRScode),SectorPurposeText,BroadSectorCode,SIDsector,%sector,LongDescription,AmountsExtended,AmountsReceived,HeadlineMeasureofODA(£thousands)
2020,"Department for Business, Energy and Industrial Strategy","Department for Business, Innovation and Skills",,NF_STFC_THA_148,Thailand,764,Asia,UMICs,Donor Government,11000,11000,Other bilateral,110,E01,Scholarships/training in donor country,"Development of Science, Technology, Engineering, and Mathematics skills in data analysis and advanced engineering in Thailand.",11430,Advanced technical and managerial training,114,Education,100,"Training and research programme to help develop skills in big data management, advanced engineering and digital innovation. This will help researchers in Thailand to boost high tech skills, contributes to SDG4,8,9.",518.61603,0,518.61603
2020,Department for International Development,,,204043-101,"Developing countries, unspecified",998,"Developing countries, unspecified",Part I unallocated by income,Donor Government,11000,11000,Other bilateral,110,E01,Scholarships/training in donor country,Contribution to the Commonwealth Scholarship and Fellowship Plan,11420,Higher education,114,Education,100,"To enhance the numbers of well qualified post graduates, academics and professionals working in development related fields in Commonwealth developing countries, with an appropriate Gender balance",18055,0,18055
2020,Department for International Development,,,205145-104,Nepal,660,Asia,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Nepal Health Sector Programme III - Financial Aid for General Health,12110,Health policy and administrative management,121,Health,100,"To improve the health of women, children,  the poor and socially excluded in Nepal, including by restoring health services in areas affected by the 2015 earthquake, and improving the quality and governance of health services nationwide.",9086.23,0,9086.23
2020,Department for International Development,,,202328-101,Pakistan,665,Asia,LMICs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Khyber Pukhtunkhwa Education Sector Programme (Budget Support),11110,Education policy and administrative management,111,Education,30,"To improve primary and secondary education in Khyber Pakhtunkhwa by providing up to £283.2 million in technical assistance, financial aid and infrastructure support which aims to benefit all primary and lower secondary children in the province by 2021. This programme targets primary enrolment specifically girl child enrolment and female literacy which contributes towards Sustainable Development Goals 4 and 5. The programme has supported on average 155,837 children (including 69,702 girls) since 2016 to gain a quality education, and indirectly benefits all 3.4 million  primary school children enrolled in public schools in the province. The programme also provided solar panels to public girls schools in some of the most underserved districts of southern KP, aiming to improve the learning environment of 67,500 school children in 620 primary and middle public schools in rural areas.",1575,0,1575
2020,Department for International Development,,,203100-104,Nepal,660,Asia,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Family Planning Project - Financial Assistance,13030,Family planning,130,Health,90,To address unmet need for family planning among excluded and vulnerable women in Nepal by reducing  unwanted pregnancies and unsafe abortion through increase access to and use of modern methods of contraception.,1620,0,1620
2020,Department for International Development,,,205145-102,Nepal,660,Asia,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Nepal Health Sector Programme III - Financial Aid Support for Hospital Retrofitting,12220,Basic health care,122,Health,100,"To improve the health of women, children,  the poor and socially excluded in Nepal, including by restoring health services in areas affected by the 2015 earthquake, and improving the quality and governance of health services nationwide.",1000,0,1000
2020,Department for International Development,,,203001-101,Zambia,288,Africa,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Zambia Education Sector Budget Support,11110,Education policy and administrative management,111,Education,70,"To have more and better quality education and skills training from pre-primary to tertiary education in Zambia.  This will benefit  75,356 primary level and 12,603 lower secondary level boys and girls and contributes to our MDGs by improving access and equity of education by 2016. (Nutsen)",42.663817,0,42.663817
2020,Department for International Development,,,202328-101,Pakistan,665,Asia,LMICs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Khyber Pukhtunkhwa Education Sector Programme (Budget Support),11220,Primary education,112,Education,25,"To improve primary and secondary education in Khyber Pakhtunkhwa by providing up to £283.2 million in technical assistance, financial aid and infrastructure support which aims to benefit all primary and lower secondary children in the province by 2021. This programme targets primary enrolment specifically girl child enrolment and female literacy which contributes towards Sustainable Development Goals 4 and 5. The programme has supported on average 155,837 children (including 69,702 girls) since 2016 to gain a quality education, and indirectly benefits all 3.4 million  primary school children enrolled in public schools in the province. The programme also provided solar panels to public girls schools in some of the most underserved districts of southern KP, aiming to improve the learning environment of 67,500 school children in 620 primary and middle public schools in rural areas.",1312.5,0,1312.5
2020,Department for International Development,,,203100-104,Nepal,660,Asia,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Family Planning Project - Financial Assistance,13020,Reproductive health care,130,Health,10,To address unmet need for family planning among excluded and vulnerable women in Nepal by reducing  unwanted pregnancies and unsafe abortion through increase access to and use of modern methods of contraception.,180,0,180
2020,Department for International Development,,,203001-101,Zambia,288,Africa,LDCs,Recipient Government,12000,12000,Other bilateral,110,A02,Sector budget support,Zambia Education Sector Budget Support,15110,Public sector policy and administrative management,151,Government and Civil Society,20,"To have more and better quality education and skills training from pre-primary to tertiary education in Zambia.  This will benefit  75,356 primary level and 12,603 lower secondary level boys and girls and contributes to our MDGs by improving access and equity of education by 2016. (Nutsen)",12.189662,0,12.189662
